"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","positive regulation of cytokinesis","0.62%","5","760","41","19478","7.44e-2","1.00e+0","3.13","1.00e+0","9.91e-1","2.09e-2"
"GOTERM_CC_DIRECT","collagen type I trimer","0.25%","2","791","2","20795","7.45e-2","4.07e-1","26.29","1.00e+0","3.70e-1","1.45e-3"
"GOTERM_CC_DIRECT","cyclin B1-CDK1 complex","0.25%","2","791","2","20795","7.45e-2","4.07e-1","26.29","1.00e+0","3.70e-1","1.45e-3"
"GOTERM_CC_DIRECT","TRAF2-GSTP1 complex","0.25%","2","791","2","20795","7.45e-2","4.07e-1","26.29","1.00e+0","3.70e-1","1.45e-3"
"GOTERM_CC_DIRECT","cyclin A2-CDK1 complex","0.25%","2","791","2","20795","7.45e-2","4.07e-1","26.29","1.00e+0","3.70e-1","1.45e-3"
"UP_SEQ_FEATURE","SITE:Interaction with dsRNA","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","DOMAIN:BUB1 N-terminal","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","REGION:Necessary for interaction with KNL1","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","DOMAIN:MCM OB","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","CROSSLNK:(Microbial infection) Isoglutamyl lysine isopeptide (Lys-Glu) (interchain with E-270); by Vibrio toxins RtxA and VgrG1","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","CROSSLNK:(Microbial infection) Isoglutamyl lysine isopeptide (Glu-Lys) (interchain with K-50); by Vibrio toxins RtxA and VgrG1","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","REGION:OAS domain 1","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","MUTAGEN:P->A: Loss of enzyme activity.","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","DOMAIN:PP1-binding","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","MOTIF:Cy","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Does not affect phosphorylation by MTOR.","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","REGION:Nonhelical region (N-terminal)","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","REGION:OAS domain 2","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","MUTAGEN:L->R: Decreases the interaction with CD4.","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","DOMAIN:G2 and S phase-expressed protein 1 N-terminal","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","MUTAGEN:K->Q: Abolishes N-terminal methylation.","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"UP_SEQ_FEATURE","DOMAIN:Speriolin N-terminal","0.25%","2","789","2","20675","7.48e-2","1.00e+0","26.20","1.00e+0","9.98e-1","1.45e-3"
"INTERPRO","PP1-bd","0.25%","2","802","2","20808","7.55e-2","1.00e+0","25.95","1.00e+0","9.94e-1","1.48e-3"
"INTERPRO","Bub1/Mad3","0.25%","2","802","2","20808","7.55e-2","1.00e+0","25.95","1.00e+0","9.94e-1","1.48e-3"
"INTERPRO","LEM_domain","0.25%","2","802","2","20808","7.55e-2","1.00e+0","25.95","1.00e+0","9.94e-1","1.48e-3"
"INTERPRO","GTSE1_N","0.25%","2","802","2","20808","7.55e-2","1.00e+0","25.95","1.00e+0","9.94e-1","1.48e-3"
"INTERPRO","Mad3/Bub1_I","0.25%","2","802","2","20808","7.55e-2","1.00e+0","25.95","1.00e+0","9.94e-1","1.48e-3"
"INTERPRO","Thymidylate_kin-like_dom","0.25%","2","802","2","20808","7.55e-2","1.00e+0","25.95","1.00e+0","9.94e-1","1.48e-3"
"INTERPRO","DDA3/GTSE-1","0.25%","2","802","2","20808","7.55e-2","1.00e+0","25.95","1.00e+0","9.94e-1","1.48e-3"
"INTERPRO","Beta-casein-like","0.25%","2","802","2","20808","7.55e-2","1.00e+0","25.95","1.00e+0","9.94e-1","1.48e-3"
"INTERPRO","NDK-like_dom_sf","0.37%","3","802","12","20808","7.57e-2","1.00e+0","6.49","1.00e+0","9.94e-1","9.67e-3"
"INTERPRO","E3_ubiq-ligase_TRIM/RNF","0.37%","3","802","12","20808","7.57e-2","1.00e+0","6.49","1.00e+0","9.94e-1","9.67e-3"
"UP_KW_MOLECULAR_FUNCTION","Nucleotidyltransferase","1.12%","9","474","112","11952","7.61e-2","6.92e-1","2.03","9.99e-1","6.92e-1","3.38e-2"
"GOTERM_BP_DIRECT","dUDP biosynthetic process","0.25%","2","760","2","19478","7.64e-2","1.00e+0","25.63","1.00e+0","9.91e-1","1.52e-3"
"GOTERM_BP_DIRECT","negative regulation of endodermal cell differentiation","0.25%","2","760","2","19478","7.64e-2","1.00e+0","25.63","1.00e+0","9.91e-1","1.52e-3"
"GOTERM_BP_DIRECT","cellular response to bleomycin","0.25%","2","760","2","19478","7.64e-2","1.00e+0","25.63","1.00e+0","9.91e-1","1.52e-3"
"GOTERM_BP_DIRECT","dTDP biosynthetic process","0.25%","2","760","2","19478","7.64e-2","1.00e+0","25.63","1.00e+0","9.91e-1","1.52e-3"
"GOTERM_BP_DIRECT","positive regulation of macrophage migration inhibitory factor signaling pathway","0.25%","2","760","2","19478","7.64e-2","1.00e+0","25.63","1.00e+0","9.91e-1","1.52e-3"
"GOTERM_BP_DIRECT","antigen processing and presentation of endogenous peptide antigen via MHC class II","0.25%","2","760","2","19478","7.64e-2","1.00e+0","25.63","1.00e+0","9.91e-1","1.52e-3"
"GOTERM_BP_DIRECT","establishment of endothelial blood-brain barrier","0.25%","2","760","2","19478","7.64e-2","1.00e+0","25.63","1.00e+0","9.91e-1","1.52e-3"
"GOTERM_BP_DIRECT","development of secondary sexual characteristics","0.25%","2","760","2","19478","7.64e-2","1.00e+0","25.63","1.00e+0","9.91e-1","1.52e-3"
"GOTERM_BP_DIRECT","mitotic spindle elongation","0.25%","2","760","2","19478","7.64e-2","1.00e+0","25.63","1.00e+0","9.91e-1","1.52e-3"
"INTERPRO","ADF-H/Gelsolin-like_dom_sf","0.50%","4","802","26","20808","7.67e-2","1.00e+0","3.99","1.00e+0","9.94e-1","1.67e-2"
"GOTERM_BP_DIRECT","regulation of peptidyl-tyrosine phosphorylation","0.37%","3","760","12","19478","7.73e-2","1.00e+0","6.41","1.00e+0","9.91e-1","1.00e-2"
"GOTERM_BP_DIRECT","protein K29-linked ubiquitination","0.37%","3","760","12","19478","7.73e-2","1.00e+0","6.41","1.00e+0","9.91e-1","1.00e-2"
"GOTERM_BP_DIRECT","GTP biosynthetic process","0.37%","3","760","12","19478","7.73e-2","1.00e+0","6.41","1.00e+0","9.91e-1","1.00e-2"
"GOTERM_BP_DIRECT","detection of bacterium","0.37%","3","760","12","19478","7.73e-2","1.00e+0","6.41","1.00e+0","9.91e-1","1.00e-2"
"GOTERM_BP_DIRECT","positive regulation of chemokine (C-X-C motif) ligand 2 production","0.37%","3","760","12","19478","7.73e-2","1.00e+0","6.41","1.00e+0","9.91e-1","1.00e-2"
"GOTERM_BP_DIRECT","membrane protein intracellular domain proteolysis","0.37%","3","760","12","19478","7.73e-2","1.00e+0","6.41","1.00e+0","9.91e-1","1.00e-2"
"GOTERM_BP_DIRECT","amyloid precursor protein metabolic process","0.37%","3","760","12","19478","7.73e-2","1.00e+0","6.41","1.00e+0","9.91e-1","1.00e-2"
"GOTERM_BP_DIRECT","positive regulation by host of viral process","0.37%","3","760","12","19478","7.73e-2","1.00e+0","6.41","1.00e+0","9.91e-1","1.00e-2"
"GOTERM_BP_DIRECT","collagen biosynthetic process","0.37%","3","760","12","19478","7.73e-2","1.00e+0","6.41","1.00e+0","9.91e-1","1.00e-2"
"SMART","Mad3_BUB1_I","0.25%","2","424","2","10706","7.75e-2","1.00e+0","25.25","1.00e+0","1.00e+0","1.56e-3"
"SMART","COLIPASE","0.25%","2","424","2","10706","7.75e-2","1.00e+0","25.25","1.00e+0","1.00e+0","1.56e-3"
"GOTERM_MF_DIRECT","glycosaminoglycan binding","0.50%","4","776","25","19253","7.75e-2","1.00e+0","3.97","1.00e+0","9.92e-1","1.69e-2"
"GOTERM_BP_DIRECT","regulation of apoptotic process","1.99%","16","760","257","19478","7.76e-2","1.00e+0","1.60","1.00e+0","9.91e-1","4.48e-2"
"GOTERM_MF_DIRECT","N-acetyl-beta-glucosaminyl-derivative 4-beta-N-acetylgalactosaminyltransferase activity","0.25%","2","776","2","19253","7.89e-2","1.00e+0","24.81","1.00e+0","9.92e-1","1.62e-3"
"GOTERM_MF_DIRECT","D-dopachrome decarboxylase activity","0.25%","2","776","2","19253","7.89e-2","1.00e+0","24.81","1.00e+0","9.92e-1","1.62e-3"
"GOTERM_MF_DIRECT","dTMP kinase activity","0.25%","2","776","2","19253","7.89e-2","1.00e+0","24.81","1.00e+0","9.92e-1","1.62e-3"
"GOTERM_BP_DIRECT","midbody abscission","0.50%","4","760","26","19478","7.89e-2","1.00e+0","3.94","1.00e+0","9.91e-1","1.74e-2"
"GOTERM_BP_DIRECT","host-mediated suppression of symbiont invasion","0.50%","4","760","26","19478","7.89e-2","1.00e+0","3.94","1.00e+0","9.91e-1","1.74e-2"
"UP_KW_LIGAND","Iron-sulfur","0.87%","7","293","72","6987","7.95e-2","7.83e-1","2.32","9.60e-1","7.83e-1","3.05e-2"
"UP_SEQ_FEATURE","DOMAIN:UBC core","0.62%","5","789","43","20675","8.03e-2","1.00e+0","3.05","1.00e+0","9.98e-1","2.32e-2"
"INTERPRO","Rho_GTPase_activation_prot","0.99%","8","802","97","20808","8.03e-2","1.00e+0","2.14","1.00e+0","9.94e-1","3.37e-2"
"SMART","WD40","2.11%","17","424","276","10706","8.06e-2","1.00e+0","1.56","1.00e+0","1.00e+0","4.76e-2"
"GOTERM_MF_DIRECT","mechanosensitive monoatomic ion channel activity","0.37%","3","776","12","19253","8.18e-2","1.00e+0","6.20","1.00e+0","9.92e-1","1.09e-2"
"GOTERM_MF_DIRECT","T cell receptor binding","0.37%","3","776","12","19253","8.18e-2","1.00e+0","6.20","1.00e+0","9.92e-1","1.09e-2"
"GOTERM_MF_DIRECT","oxidoreductase activity","1.86%","15","776","230","19253","8.18e-2","1.00e+0","1.62","1.00e+0","9.92e-1","4.63e-2"
"UP_KW_MOLECULAR_FUNCTION","Heparin-binding","0.99%","8","474","95","11952","8.22e-2","6.92e-1","2.12","1.00e+0","6.92e-1","3.47e-2"
"INTERPRO","UBQ-conjugat_E2","0.62%","5","802","43","20808","8.26e-2","1.00e+0","3.02","1.00e+0","9.94e-1","2.41e-2"
"SMART","UBCc","0.62%","5","424","42","10706","8.29e-2","1.00e+0","3.01","1.00e+0","1.00e+0","2.43e-2"
"GOTERM_CC_DIRECT","endoplasmic reticulum-Golgi intermediate compartment","0.87%","7","791","80","20795","8.36e-2","4.53e-1","2.30","1.00e+0","4.12e-1","3.25e-2"
"GOTERM_BP_DIRECT","Rho protein signal transduction","0.75%","6","760","60","19478","8.40e-2","1.00e+0","2.56","1.00e+0","9.91e-1","2.91e-2"
"GOTERM_BP_DIRECT","protein localization to nucleus","0.62%","5","760","43","19478","8.54e-2","1.00e+0","2.98","1.00e+0","9.91e-1","2.53e-2"
"UP_SEQ_FEATURE","REGION:Globular","0.37%","3","789","13","20675","8.57e-2","1.00e+0","6.05","1.00e+0","9.98e-1","1.19e-2"
"UP_KW_CELLULAR_COMPONENT","VLDL","0.37%","3","748","12","18049","8.58e-2","2.23e-1","6.03","9.91e-1","1.59e-1","1.18e-2"
"GOTERM_BP_DIRECT","response to type II interferon","0.50%","4","760","27","19478","8.63e-2","1.00e+0","3.80","1.00e+0","9.91e-1","1.98e-2"
"GOTERM_BP_DIRECT","regulation of cell morphogenesis","0.50%","4","760","27","19478","8.63e-2","1.00e+0","3.80","1.00e+0","9.91e-1","1.98e-2"
"GOTERM_CC_DIRECT","nuclear body","2.61%","21","791","379","20795","8.67e-2","4.66e-1","1.46","1.00e+0","4.24e-1","5.61e-2"
"KEGG_PATHWAY","Viral carcinogenesis","1.99%","16","426","205","8534","8.68e-2","4.61e-1","1.56","1.00e+0","4.05e-1","5.05e-2"
"UP_SEQ_FEATURE","ZN_FING:B box-type","0.75%","6","789","62","20675","8.71e-2","1.00e+0","2.54","1.00e+0","9.98e-1","3.05e-2"
"INTERPRO","Peptidase_C1A_C","0.37%","3","802","13","20808","8.72e-2","1.00e+0","5.99","1.00e+0","9.94e-1","1.22e-2"
"INTERPRO","FN_type2_sf","0.37%","3","802","13","20808","8.72e-2","1.00e+0","5.99","1.00e+0","9.94e-1","1.22e-2"
"INTERPRO","FN_type2_dom","0.37%","3","802","13","20808","8.72e-2","1.00e+0","5.99","1.00e+0","9.94e-1","1.22e-2"
"INTERPRO","Peptidase_C1A","0.37%","3","802","13","20808","8.72e-2","1.00e+0","5.99","1.00e+0","9.94e-1","1.22e-2"
"INTERPRO","Znf_TRAF","0.37%","3","802","13","20808","8.72e-2","1.00e+0","5.99","1.00e+0","9.94e-1","1.22e-2"
"UP_SEQ_FEATURE","TOPO_DOM:Mitochondrial matrix","0.99%","8","789","100","20675","8.74e-2","1.00e+0","2.10","1.00e+0","9.98e-1","3.74e-2"
"OMIM_DISEASE","Osteogenesis imperfecta, type III","0.25%","2","274","2","6103","8.75e-2","1.00e+0","22.27","1.00e+0","1.00e+0","2.01e-3"
"OMIM_DISEASE","Osteogenesis imperfecta, type IV","0.25%","2","274","2","6103","8.75e-2","1.00e+0","22.27","1.00e+0","1.00e+0","2.01e-3"
"OMIM_DISEASE","Multiple sclerosis, susceptibility to, 1","0.25%","2","274","2","6103","8.75e-2","1.00e+0","22.27","1.00e+0","1.00e+0","2.01e-3"
"OMIM_DISEASE","Celiac disease, susceptibility to","0.25%","2","274","2","6103","8.75e-2","1.00e+0","22.27","1.00e+0","1.00e+0","2.01e-3"
"OMIM_DISEASE","Osteogenesis imperfecta, type II","0.25%","2","274","2","6103","8.75e-2","1.00e+0","22.27","1.00e+0","1.00e+0","2.01e-3"
"UP_KW_MOLECULAR_FUNCTION","Lyase","1.49%","12","474","175","11952","8.75e-2","6.92e-1","1.73","1.00e+0","6.92e-1","4.59e-2"
"GOTERM_BP_DIRECT","regulation of cell shape","1.24%","10","760","137","19478","8.75e-2","1.00e+0","1.87","1.00e+0","9.91e-1","4.22e-2"
"GOTERM_CC_DIRECT","nuclear chromosome","0.50%","4","791","28","20795","8.87e-2","4.73e-1","3.76","1.00e+0","4.29e-1","2.06e-2"
"GOTERM_BP_DIRECT","kinetochore assembly","0.37%","3","760","13","19478","8.91e-2","1.00e+0","5.91","1.00e+0","9.91e-1","1.26e-2"
"GOTERM_BP_DIRECT","carbohydrate derivative metabolic process","0.37%","3","760","13","19478","8.91e-2","1.00e+0","5.91","1.00e+0","9.91e-1","1.26e-2"
"GOTERM_BP_DIRECT","tissue development","0.37%","3","760","13","19478","8.91e-2","1.00e+0","5.91","1.00e+0","9.91e-1","1.26e-2"
"GOTERM_BP_DIRECT","regulation of resting membrane potential","0.37%","3","760","13","19478","8.91e-2","1.00e+0","5.91","1.00e+0","9.91e-1","1.26e-2"
"GOTERM_BP_DIRECT","positive regulation of protein sumoylation","0.37%","3","760","13","19478","8.91e-2","1.00e+0","5.91","1.00e+0","9.91e-1","1.26e-2"
"UP_SEQ_FEATURE","DOMAIN:Sm","0.50%","4","789","28","20675","8.93e-2","1.00e+0","3.74","1.00e+0","9.98e-1","2.08e-2"
"UP_KW_MOLECULAR_FUNCTION","Glycosyltransferase","1.86%","15","474","238","11952","9.03e-2","6.92e-1","1.59","1.00e+0","6.92e-1","5.17e-2"
"SMART","Pept_C1","0.37%","3","424","13","10706","9.11e-2","1.00e+0","5.83","1.00e+0","1.00e+0","1.31e-2"
"SMART","FN2","0.37%","3","424","13","10706","9.11e-2","1.00e+0","5.83","1.00e+0","1.00e+0","1.31e-2"
"GOTERM_BP_DIRECT","semaphorin-plexin signaling pathway","0.62%","5","760","44","19478","9.12e-2","1.00e+0","2.91","1.00e+0","9.91e-1","2.76e-2"
"INTERPRO","Sm","0.50%","4","802","28","20808","9.14e-2","1.00e+0","3.71","1.00e+0","9.94e-1","2.15e-2"
"INTERPRO","Kringle-like","0.50%","4","802","28","20808","9.14e-2","1.00e+0","3.71","1.00e+0","9.94e-1","2.15e-2"
"KEGG_PATHWAY","Non-alcoholic fatty liver disease","1.61%","13","426","157","8534","9.18e-2","4.78e-1","1.66","1.00e+0","4.19e-1","5.00e-2"
"KEGG_PATHWAY","Systemic lupus erythematosus","1.49%","12","426","141","8534","9.28e-2","4.78e-1","1.70","1.00e+0","4.19e-1","4.90e-2"
"GOTERM_BP_DIRECT","response to gamma radiation","0.50%","4","760","28","19478","9.40e-2","1.00e+0","3.66","1.00e+0","9.91e-1","2.24e-2"
"UP_KW_DISEASE","Disease variant","25.71%","207","244","3955","4859","9.40e-2","8.15e-1","1.04","1.00e+0","7.94e-1","8.90e-2"
"GOTERM_MF_DIRECT","NAD+-protein-aspartate ADP-ribosyltransferase activity","0.37%","3","776","13","19253","9.41e-2","1.00e+0","5.73","1.00e+0","9.92e-1","1.38e-2"
"GOTERM_CC_DIRECT","euchromatin","0.75%","6","791","64","20795","9.56e-2","5.05e-1","2.46","1.00e+0","4.58e-1","3.45e-2"
"KEGG_PATHWAY","MicroRNAs in cancer","2.73%","22","426","312","8534","9.59e-2","4.84e-1","1.41","1.00e+0","4.25e-1","6.49e-2"
"GOTERM_BP_DIRECT","response to toxic substance","0.87%","7","760","81","19478","9.60e-2","1.00e+0","2.21","1.00e+0","9.91e-1","3.86e-2"
"GOTERM_CC_DIRECT","condensed chromosome","0.50%","4","791","29","20795","9.62e-2","5.05e-1","3.63","1.00e+0","4.58e-1","2.32e-2"
"UP_SEQ_FEATURE","REPEAT:WD 3","1.99%","16","789","271","20675","9.62e-2","1.00e+0","1.55","1.00e+0","9.98e-1","5.73e-2"
"UP_SEQ_FEATURE","REPEAT:WD 7","1.61%","13","789","206","20675","9.63e-2","1.00e+0","1.65","1.00e+0","9.98e-1","5.29e-2"
"UP_SEQ_FEATURE","DOMAIN:Collagen-like 1","0.50%","4","789","29","20675","9.69e-2","1.00e+0","3.61","1.00e+0","9.98e-1","2.34e-2"
"UP_SEQ_FEATURE","DOMAIN:Collagen-like 2","0.50%","4","789","29","20675","9.69e-2","1.00e+0","3.61","1.00e+0","9.98e-1","2.34e-2"
"GOTERM_CC_DIRECT","chylomicron","0.37%","3","791","14","20795","9.70e-2","5.05e-1","5.63","1.00e+0","4.59e-1","1.46e-2"
"KEGG_PATHWAY","Platelet activation","1.37%","11","426","126","8534","9.71e-2","4.84e-1","1.75","1.00e+0","4.25e-1","4.98e-2"
"GOTERM_BP_DIRECT","negative regulation of protein binding","0.62%","5","760","45","19478","9.72e-2","1.00e+0","2.85","1.00e+0","9.91e-1","3.01e-2"
"UP_SEQ_FEATURE","REGION:Linker","0.62%","5","789","46","20675","9.73e-2","1.00e+0","2.85","1.00e+0","9.98e-1","3.01e-2"
"GOTERM_MF_DIRECT","metallopeptidase activity","0.87%","7","776","79","19253","9.85e-2","1.00e+0","2.20","1.00e+0","9.92e-1","3.99e-2"
"UP_KW_BIOLOGICAL_PROCESS","Nucleotide metabolism","0.50%","4","496","26","11523","9.88e-2","6.37e-1","3.57","1.00e+0","5.97e-1","2.39e-2"
"GOTERM_MF_DIRECT","kinesin binding","0.62%","5","776","44","19253","9.99e-2","1.00e+0","2.82","1.00e+0","9.92e-1","3.12e-2"
"GOTERM_MF_DIRECT","histone H3Y41 kinase activity","1.12%","9","776","117","19253","9.99e-2","1.00e+0","1.91","1.00e+0","9.92e-1","4.69e-2"
"GOTERM_MF_DIRECT","histone H2AXY142 kinase activity","1.12%","9","776","117","19253","9.99e-2","1.00e+0","1.91","1.00e+0","9.92e-1","4.69e-2"

